Primary star name,All star names,Mass [MSun],Mass [MSun] errorminus,Mass [MSun] errorplus,Radius [RSun],Radius [RSun] errorminus,Radius [RSun] errorplus,Age [Gyr],Age [Gyr] errorminus,Age [Gyr] errorplus,Age [Gyr] lowerlimit,Age [Gyr] upperlimit,Metallicity [Fe/H],Metallicity [Fe/H] errorminus,Metallicity [Fe/H] errorplus,Temperature [K],Temperature [K] errorminus,Temperature [K] errorplus,Spectral type,Visual magnitude,Visual magnitude errorminus,Visual magnitude errorplus,source (xml)
EPIC 201505350,EPIC 201505350|K2-19|2MASS J11395048+0036129|WISE J113950.46+003612.9,0.93,0.05,0.05,0.86,0.04,0.04,,,,,,0.10,0.04,0.04,5430,60,60,,,,,EPIC 201505350.xml
EPIC 201546283,EPIC 201546283|K2-27|2MASS J11260363+0113505,0.89,0.05,0.05,0.85,0.06,0.06,,,,,,0.14,0.07,0.07,5320,70,70,,,,,EPIC 201546283.xml
EPIC 201549860,EPIC 201549860,0.73,0.03,0.03,0.69,0.02,0.02,,,,,,0.05,0.14,0.15,4523,47,43,,,,,EPIC 201549860.xml
EPIC 201549860 B,EPIC 201549860 B,,,,,,,,,,,,,,,,,,,,,,EPIC 201549860.xml
EPIC 201565013,EPIC 201565013,0.51,0.03,0.13,0.5,0.03,0.12,,,,,,-0.44,0.08,0.47,3987,68,142,,,,,EPIC 201565013.xml
EPIC 201577035,EPIC 201577035|K2-10|2MASS J11282927+0141264,0.92,0.05,0.05,0.98,0.08,0.08,,,,,,-0.07,0.07,0.07,5620,70,70,,,,,EPIC 201577035.xml
EPIC 201596316,EPIC 201596316|K2-11|2MASS J11161006+0159128,1.35,0.56,0.04,5.15,4.39,0.2,,,,,,-0.12,0.17,0.01,5433,144,49,,,,,EPIC 201596316.xml
EPIC 201613023,EPIC 201613023|K2-12|2MASS J11324609+0214415,1.01,0.06,0.05,1.01,0.09,0.27,,,,,,0.03,0.17,0.13,5800,90,53,,,,,EPIC 201613023.xml
EPIC 201617985,EPIC 201617985,0.52,0.03,0.03,0.49,0.03,0.03,,,,,,-0.08,0.11,0.1,3742,36,31,,,,,EPIC 201617985.xml
EPIC 201629650,EPIC 201629650|K2-13|2MASS J11203732+0230097,0.8,0.04,0.04,0.78,0.05,0.09,,,,,,-0.54,0.14,0.12,5698,82,45,,,,,EPIC 201629650.xml
EPIC 201629650 B,EPIC 201629650 B,,,,,,,,,,,,,,,,,,,,,,EPIC 201629650.xml
EPIC 201635569,EPIC 201635569|K2-14|2MASS J11521368+0235390,0.47,0.01,0.01,0.45,0.01,0.01,,,,,,-0.37,0.04,0.03,3789,16,17,,,,,EPIC 201635569.xml
EPIC 201637175 A,EPIC 201637175 A|K2-22 A|2MASS J11175587+0237086 A,0.60,0.07,0.07,0.57,0.06,0.06,,,,,,0.03,0.08,0.08,3830,100,100,M0V,,,,EPIC 201637175.xml
EPIC 201637175 B,EPIC 201637175 B|K2-22 B|2MASS J11175587+0237086 B,0.27,0.05,0.05,0.30,0.08,0.08,,,,,,0.06,0.20,0.20,3290,120,120,M4V,,,,EPIC 201637175.xml
EPIC 201702477,EPIC 201702477,0.87,0.06,0.06,0.85,0.08,0.11,,,,,,-0.26,0.18,0.17,5618,85,86,,,,,EPIC 201702477.xml
EPIC 201702477 B,EPIC 201702477 B,,,,,,,,,,,,,,,,,,,,,,EPIC 201702477.xml
EPIC 201713348,EPIC 201713348|TYC 266-622-1|2MASS J11174778+0351590,0.80,0.04,0.04,0.74,0.04,0.04,,,,,,-0.03,0.04,0.04,4924,60,60,,11.80,0.03,0.03,EPIC 201713348.xml
EPIC 201736247,EPIC 201736247|K2-15|2MASS J11522658+0415171,0.72,0.03,0.06,0.68,0.03,0.06,,,,,,-0.46,0.14,0.2,5131,65,69,,,,,EPIC 201736247.xml
EPIC 201754305,EPIC 201754305|K2-16|2MASS J11402333+0433264,0.68,0.03,0.03,0.66,0.03,0.03,,,,,,-0.33,0.04,0.04,4742,60,60,,14.67,0.04,0.04,EPIC 201754305.xml
EPIC 201828749,EPIC 201828749,0.74,0.04,1.06,0.71,0.06,9.64,,,,,,-0.69,0.23,0.34,5552,97,87,,,,,EPIC 201828749.xml
EPIC 201828749 B,EPIC 201828749 B,,,,,,,,,,,,,,,,,,,,,,EPIC 201828749.xml
EPIC 201855371,EPIC 201855371|K2-17|2MASS J11531915+0624439,0.71,0.05,0.02,0.66,0.03,0.02,,,,,,0.15,0.22,0.09,4320,47,56,,,,,EPIC 201855371.xml
EPIC 201912552,EPIC 201912552|K2-18|2MASS J11301450+0735180,0.413,0.043,0.043,0.394,0.038,0.038,,,,,,0.09,0.09,0.09,3503,60,60,M2.8,,,,EPIC 201912552.xml
EPIC 203771098,EPIC 203771098|K2-24|2MASS J16101770-2459251|TYC 6784-837-1,1.12,0.06,0.06,1.21,0.12,0.12,,,,3.2,6.9,0.42,0.04,0.04,5743,60,60,G3V,11.28,0.10,0.10,EPIC 203771098.xml
EPIC 203826436,EPIC 203826436|J16134824-2447132,0.90,0.05,0.05,0.85,0.04,0.04,,,,,,-0.03,0.04,0.04,5413,60,60,,12.568,0.030,0.030,EPIC 203826436.xml
EPIC 204129699,EPIC 204129699|TYC 6794-471-1|2MASS J16214578-2332520,0.91,0.06,0.06,0.78,0.07,0.07,,,,,,0.08,0.05,0.05,5280,70,70,G7 V,10.8,,,EPIC 204129699.xml
EPIC 204221263,EPIC 204221263|TYC 6779-268-1|2MASS J16000805-2311213,1.07,0.05,0.05,1.10,0.09,0.09,,,,,,0.28,0.04,0.04,5757,60,60,,11.39,0.03,0.03,EPIC 204221263.xml
EPIC 205071984,EPIC 205071984|2MASS J16494226-1932340,0.87,0.04,0.04,0.87,0.05,0.05,,,,,,0.00,0.04,0.04,5315,60,60,,12.307,0.030,0.030,EPIC 205071984.xml
EPIC 206011691,EPIC 206011691|K2-21|2MASS J22411288-1429202,0.64,0.11,0.11,0.60,0.10,0.10,,,,1,,-0.11,0.13,0.13,4043,375,375,M0V,12.85,0.02,0.02,EPIC 206011691.xml
EPIC 206318379,EPIC 206318379|2MASS J22222988-0757195,0.264,0.050,0.050,0.293,0.030,0.030,,,,,,0.31,0.13,0.13,3214,60,60,M4V,,,,EPIC 206318379.xml
EPIC 210363145,EPIC 210363145,0.8,0.12,0.12,0.76,0.03,0.03,0.7,0.3,0.3,,,0.29,0.06,0.06,4970,45,45,K,12.158,0.093,0.093,EPIC 210363145.xml
EPIC 210490365,EPIC 210490365|K2-25|2MASS J04130560+1514520|Melotte 25 VA 50|Melotte 25 HAN 87,0.294,0.021,0.021,0.295,0.020,0.020,,,,650,800,0.15,0.03,0.03,3180,60,60,M4.5,15.881,0.030,0.030,EPIC 210490365.xml
eps Coronae Borealis,eps Coronae Borealis|eps CrB|Epsilon Coronae Borealis|e CrB|e Coronae Borealis|eps Coronae Borealis A|eps CrB A|Epsilon Coronae Borealis A|e CrB A|e Coronae Borealis A|13 CrB|13 Coronae Borealis|HD 143107|HIP 78159|HIP 78159 A|TYC 2037-1826-1|SAO 84098|HR 5947|BD+27 2558|2MASS J15573525+2652400|WDS J15576+2653 A,1.7,0.1,0.1,21,,,1.74,0.37,0.37,,,-0.094,0.001,0.001,4406,15,15,K2 III,4.14,,,eps Coronae Borealis.xml
eps Coronae Borealis B,eps Coronae Borealis B|eps CrB B|Epsilon Coronae Borealis B|e CrB B|e Coronae Borealis B|HIP 78159 B|WDS J15576+2653 B,,,,,,,,,,,,,,,,,,,12.60,,,eps Coronae Borealis.xml
eps Eridani,eps Eridani|eps Eri|Epsilon Eridani|e Eri|e Eridani|18 Eri|18 Eridani|HR 1084|HD 22049|HIP 16537|TYC 5296-1533-1|SAO 130564|Gliese 144|GJ 144|BD-09 697|2MASS J03325591-0927298,0.82,,,0.743,0.010,0.010,0.7,0.2,0.2,,,-0.07,,,5135,100,100,K2 V,3.73,,,eps Eridani.xml
eps Tau,eps Tau|eps Tauri|Epsilon Tauri|e Tau|e Tauri|74 Tau|74 Tauri|Ain|Oculus Borealis|HD 28305|HIP 20889|TYC 1273-1104-1|SAO 93954|HR 1409|BD+18 640|2MASS J04283697+1910494|Melotte 25 S 3|Melotte 25 MMU 70,2.7,0.1,0.1,13.7,0.6,0.6,,,,,,0.17,0.04,0.04,4901,20,20,K0 III,3.53,0.05,0.05,eps Tau.xml
eta Cet,eta Cet|Eta Ceti|e Cet|e Ceti|Deneb Algenubi|HIP 5364|HD 6805|HR 334|TYC 5273-2657-1|SAO 147632|BD-10 240|GJ 3075|2MASS J01083539-1010560,1.7,0.1,0.1,14.3,0.2,0.2,,,,,,0.12,0.1,0.1,4528,19,19,K1III,3.45,,,eta Cet.xml
FL Lyr A,FL Lyr A|FL Lyrae A|HD 179890 A|HIP 94335 A|SAO 48190 A|BD+46 2641 A|KIC 9641031 A,1.218,0.016,0.016,1.128,0.011,0.092,,,,,,,,,6152,99,99,F8V,9.58,,,FL Lyr.xml
FL Lyr B,FL Lyr B|FL Lyrae B|HD 179890 B|HIP 94335 B|SAO 48190 B|BD+46 2641 B|KIC 9641031 B,0.963,0.030,0.030,1.128,0.046,0.028,,,,,,,,,5297,98,98,G8V,11.04,,,FL Lyr.xml
Fomalhaut A,Fomalhaut A|HD 216956|HR 8728|CD-30 19370|CPD-30 6685|SAO 191524|GJ 881|2MASS J22573901-2937193|HIP 113368|IRAS 22549-2953|alf PsA|24 PsA|WDS J22577-2937 A,1.92,0.02,0.02,1.84,,,,,,,,,,,8590.0,73,73,A3 V,1.16,,,Fomalhaut.xml
Fomalhaut B,Fomalhaut B|TW PsA|TW Piscis Austrini|alf PsA B|HD 216803|HIP 113283|HR 8721|TYC 7505-100-1|GJ 879|CD-32 17321|CPD-32 6550|IRAS 22536-3150|2MASS J22562403-3133559|WDS J22577-2937 B,0.73,0.01,0.02,,,,,,,,,,,,4594,80,80,K4Ve,6.488,0.012,0.012,Fomalhaut.xml
Fomalhaut C,Fomalhaut C|LP 876-10|alf PsA C|2MASS J22480446-2422075|WDS J22577-2937 C,0.18,0.02,0.02,,,,,,,,,,,,3132,65,65,M4V,13.2,0.02,0.02,Fomalhaut.xml
FU Tau A,FU Tau A|FU Tau,0.05,,,,,,,,,,,,,,2838.0,,,M7.25,,,,FU Tau.xml
FW Tau A,FW Tau A,0.12,0.04,0.04,,,,0.0018,0.0005,0.0010,,,,,,3270,70,70,M4,16.64,0.11,0.11,FW Tau.xml
FW Tau B,FW Tau B,0.12,0.08,0.08,,,,,,,,,,,,,,,M4,16.85,0.13,0.13,FW Tau.xml
gamma Cephei A,gamma Cephei A|Gamma Cephei A|gam Cep A|g Cep A|g Cephei A|35 Cep A|35 Cephei A|Errai A|Alrai A|Gliese 903 A|GJ 903 A|HR 8974 A|HD 222404 A|HIP 116727 A|TYC 4606-3584-1 A|BD+76 928 A|2MASS J23392083+7737563 A|WDS J23393+7738 A|NHR 9 A,1.40,0.12,0.12,4.9,,,,,,,,0.18,,,4800.0,100,100,K1 III-IV,3.220,0.009,0.009,gamma Cephei.xml
gamma Cephei B,gamma Cephei B|Gamma Cephei B|gam Cep B|g Cep B|g Cephei B|35 Cep B|35 Cephei B|Errai B|Alrai B|Gliese 903 B|GJ 903 B|HR 8974 B|HD 222404 B|HIP 116727 B|TYC 4606-3584-1 B|BD+76 928 B|2MASS J23392083+7737563 B|WDS J23393+7738 B|NHR 9 B,0.409,0.018,0.018,,,,,,,,,,,,,,,M4,,,,gamma Cephei.xml
Gamma-1 Leonis,Gamma-1 Leonis|gamma 1 Leo|gam01 Leo|g1 Leo|g1 Leonis|g Leo A|Gamma Leonis A|gamma Leo A|gam Leo A|Algieba A|Al Gieba A|HD 89484|HIP 50583 A|TYC 1423-1349-1|SAO 81298|BD+20 2467 A|WDS J10200+1950 A|STF 1424 A,1.23,0.21,0.21,31.88,1.61,1.61,,,,,,-0.51,0.05,0.05,4330,15,15,K0III,2.01,,,Gamma Leonis.xml
Gamma-2 Leonis,Gamma-2 Leonis|gamma 2 Leo|gam02 Leo|g2 Leo|g2 Leonis|g Leo B|Gamma Leonis B|gamma Leo B|gam Leo B|41 Leonis B|41 Leo B|Algieba B|Al Gieba B|HD 89485|HIP 50583 B|TYC 1423-1349-2|SAO 81299|BD+20 2467 B|WDS J10200+1950 B|STF 1424 B,,,,,,,,,,,,,,,,,,G7IIIb,4.225,0.011,0.011,Gamma Leonis.xml
GJ 1132,GJ 1132|LHS 281|2MASS J10145184-4709244,0.181,0.019,0.019,0.207,0.016,0.016,,,,5,,-0.12,0.15,0.15,3270,140,140,M3.5,13.52,,,GJ 1132.xml
GJ 160.2,GJ 160.2|Gliese 160.2|GJ 9144|HIP 19165|BD-21 784|CPD-21 472|LHS 1628|SAO 169128|TYC 5889-644-1|2MASS J04063483-2051103,0.69,,,,,,,,,,,,,,4347,,,M0 V,9.675,,,GJ 160.2.xml
GJ 180,GJ 180|Gliese 180|HIP 22762|LHS 1712|2MASS J04534995-1746235|TYC 5903-680-1,0.43,,,,,,,,,,,,,,3371,,,M2 V,10.894,,,GJ 180.xml
GJ 229 A,GJ 229 A|Gliese 229 A|WDS J06106-2152 A|NAJ 1 A|HD 42581|HIP 29295|BD-21 1377|CPD-21 1138|LHS 1827|SAO 171334|TYC 5945-765-1|2MASS J06103462-2151521,0.58,,,,,,,,,,,,,,3564,,,M1/M2 V,8.125,,,GJ 229.xml
GJ 229 B,GJ 229 B|Gliese 229 B|WDS 06102-2152 B|NAJ 1 B,,,,,,,,,,,,,,,1000,,,T6,,,,GJ 229.xml
GJ 27.1,GJ 27.1|Gliese 27.1|GJ 9018|HIP 3143|CD-44 170|LHS 1122|TYC 7531-1014-1,0.53,,,,,,,,,,,,,,3542,,,M0.5 V,11.401,,,GJ 27.1.xml
GJ 422,GJ 422|Gliese 422|Innes' star|HD 304043|HIP 55042|LHS 40|TYC 8624-3387-1|2MASS J11160018-5732513,0.35,,,,,,,,,,,,,,3323,,,M3.5 V,11.516,,,GJ 422.xml
GJ 682,GJ 682|Gliese 682|HIP 86214|CD-44 11909|CPD-44 8635|LHS 451|2MASS J17370367-4419088,0.27,,,,,,,,,,,,,,3028,,,M3.5 V,10.946,,,GJ 682.xml
Gliese 1214,Gliese 1214|GJ 1214,0.176,0.009,0.009,0.2213,0.0043,0.0043,,,,,,0.1,0.1,0.1,3250,100,100,M4.5,14.71,,,Gliese 1214.xml
Gliese 15 A,Gliese 15 A|GJ 15 A|HD 1326 A|HIP 1475|TYC 2794-157-1|SAO 36248|GX Andromedae|GX And|Groombridge 34|BD+43 44 A|WDS J00184+4401 A|2MASS J00182256+4401222,0.375,0.057,0.057,0.3863,0.0021,0.0021,,,,,,-0.32,0.17,0.17,3567,11,11,M2V,8.13,0.01,0.01,Gliese 15.xml
Gliese 15 B,Gliese 15 B|GJ 15 B|HD 1326 B|GQ And|GQ Andromedae|Groombridge 34 B|BD+43 44 B|WDS J00184+4401 B|2MASS J00182549+4401376|GQ And,0.163,,,0.19,,,,,,,,,,,,,,M3.5,11.04,,,Gliese 15.xml
Gliese 163,Gliese 163|GJ 163|HIP 19394|LHS 188|TYC 8502-1934-1|2MASS J04091567-5322254,0.40,0.04,0.04,,,,5.5,4.5,4.5,,,,,,,,,M3.5V,11.811,0.012,0.012,Gliese 163.xml
Gliese 176,Gliese 176|GJ 176|HD 285968|HIP 21932|TYC 1275-2034-1|BD+18 683|2MASS J04425581+1857285,0.49,,,0.53,,,,,,,,-0.1,0.2,0.2,3520,,,M2.5V,9.97,,,Gliese 176.xml
Gliese 179,Gliese 179|GJ 179|Gl 179|HIP 22627|TYC 96-602-1|Ross 401|Wolf 1539|2MASS J04520573+0628356,0.357,0.03,0.03,0.38,0.02,0.02,,,,,,0.30,0.10,0.10,3370,100,100,M3.5 V,12.018,,,Gliese 179.xml
Gliese 221,Gliese 221|GJ 221|BD-061339|HIP 27803,0.637,0.032,0.032,,,,3,2,2,,,-0.07,0.10,0.10,4040,50,50,K7V,9.693,,,Gliese 221.xml
Gliese 3021 A,Gliese 3021 A|HD 1237 A|HIP 1291 A,0.9,,,0.9,,,0.8,,,,,0.10,0.08,0.08,5540,75,75,G6 V,6.59,,,Gliese 3021.xml
Gliese 3021 B,Gliese 3021 B|HD 1237 B|HIP 1291 B,0.13,,,,,,0.8,,,,,,,,,,,M4V,,,,Gliese 3021.xml
Gliese 317,Gliese 317,0.42,,,,,,,,,,,0.36,,,3510.0,,,M3.5,12,,,Gliese 317.xml
Gliese 328,Gliese 328|GJ 328 b,0.69,0.05,0.05,,,,,,,,,0.00,0.15,0.15,3900,100,100,M1,9.98,0.04,0.04,Gliese 328.xml
Gliese 3293,Gliese 3293|GJ 3293|LHS 1672|2MASS J04283571-2510088|PM 04265-2516|RAVE J042835.7-251009,0.42,,,0.404,0.027,0.027,,,,,,0.02,0.09,0.09,3466,49,49,M2.5,11.962,,,Gliese 3293.xml
Gliese 3341,Gliese 3341|GJ 3341|LHS 1748|2MASS J05154667-3117456|PM 05138-3121|RAVE J051546.7-311746,0.47,,,0.439,0.027,0.027,,,,,,-0.09,0.09,0.09,3546,49,49,M2.5,12.080,,,Gliese 3341.xml
Gliese 3470,Gliese 3470|GJ 3470,0.51,0.06,0.06,0.48,0.04,0.04,,,,1,4,0.17,0.06,0.06,3652,50,50,M1.5,12.3,,,Gliese 3470.xml
Gliese 3634,Gliese 3634,0.45,,,0.43,,,,,,,,,,,3314.0,,,M2.5,11.95,,,Gliese 3634.xml
Gliese 433,Gliese 433,0.48,,,,,,,,,,,-0.22,,,3600.0,,,M1.5,9.79,,,Gliese 433.xml
Gliese 436,Gliese 436,0.452,0.012,0.014,0.464,0.012,0.014,,,,,,-0.32,,,3684.0,,,M2V,10.59,0.011,0.009,Gliese 436.xml
Gliese 504,Gliese 504|GJ 504|HIP 64792|HD 115383,1.22,0.08,0.08,,,,0.16,0.06,0.35,,,0.28,0.03,0.03,6234,25,25,G0V,5.22,,,Gliese 504.xml
Gliese 581,Gliese 581,0.31,,,0.3,,,,,,,,-0.135,,,3498.0,,,M2.5V,10.55,,,Gliese 581.xml
Gliese 649,Gliese 649,0.54,,,,,,,,,,,0.08,,,3700.0,,,M1.5,9.7,,,Gliese 649.xml
Gliese 667 A,Gliese 667 A|HR 6426 A|HIP 84709 A,0.73,,,0.76,,,6,4,4,,,-0.59,0.1,0.1,,,,,,,,Gliese 667.xml
Gliese 667 B,Gliese 667 B|HR 6426 B|HIP 84709 B,0.69,,,0.70,,,6,4,4,,,-0.59,0.1,0.1,,,,,,,,Gliese 667.xml
Gliese 667 C,Gliese 667 C|HR 6426 C,0.33,0.02,0.02,0.41,,,,,,2,,,,,3350,50,50,M1.5V,10.22,,,Gliese 667.xml
Gliese 674,Gliese 674,0.35,,,,,,,,,,,-0.28,,,3600.0,,,M2.5,9.38,,,Gliese 674.xml
Gliese 676 A,Gliese 676 A,0.71,0.04,0.04,,,,,,,,,0.23,,,,,,M0V,9.585,,,Gliese 676.xml
Gliese 676 B,Gliese 676 B,0.17,,,,,,,,,,,,,,,,,M3.5V,,,,Gliese 676.xml
Gliese 687,Gliese 687|GJ 687|LHS 450|BD+68 946|HIP 86162,0.413,0.041,0.041,0.4183,0.0070,0.0070,,,,,,,,,3413,28,28,M3V,9.15,,,Gliese 687.xml
Gliese 777 A,Gliese 777 A|HD 190360 A|HR 7670 A,1.04,,,1.2,,,6.7,,,,,0.24,,,,,,G6 IV,5.71,,,Gliese 777.xml
Gliese 777 B,Gliese 777 B|HD 190360 B|HR 7670 B,0.20,,,,,,,,,,,,,,,,,M4.5,,,,Gliese 777.xml
Gliese 785,Gliese 785,0.80,,,,,,,,,,,-0.04,,,5166.0,,,K3V,5.73,,,Gliese 785.xml
Gliese 832,Gliese 832,0.45,0.05,0.05,,,,,,,,,-0.3,0.2,0.2,3472,,,M1.5,8.67,,,Gliese 832.xml
Gliese 849,Gliese 849|GJ 849|HIP 109388|TYC 5227-1521-1|BD-05 5715|2MASS J22094029-0438267|Wolf 1329,0.490,0.049,0.049,0.52,,,,,,,,0.31,0.12,0.12,3601,19,19,M3.5V,10.366,,,Gliese 849.xml
Gliese 86 A,Gliese 86 A|GJ 86 A|HR 637|HD 13445 A|HIP 10138|TYC 8048-1022-1|SAO 232658|CD-51 532 A|CPD-51 282 A|2MASS J02102587-5049258|WDS J02104-5049 A,0.8,,,0.855,,,2.5,,,,,-0.24,,,5188,50,50,K1V,6.17,,,Gliese 86.xml
Gliese 86 B,Gliese 86 B|WD 0208-510|HD 13445 B|CD-51 532 B|CPD-51 282 B|2MASS J02102587-5049258|WDS J02104-5049 B,0.59,0.01,0.01,0.01245,0.0015,0.0015,,,,,,,,,8180,120,120,DQ6,13.2,,,Gliese 86.xml
Gliese 876,Gliese 876,0.37,,,0.3761,0.0059,0.0059,,,,,,0.19,,,3129,19,19,M4 V,10.17,,,Gliese 876.xml
GQ Lup,GQ Lup,0.7,,,,,,,,,,,,,,5150.0,,,K7eV,11.4,,,GQ Lup.xml
GSC 06214-00210,GSC 06214-00210,0.9,0.1,0.1,,,,11,2,2,,,,,,4060,200,300,K7,,,,GSC 06214-00210.xml
GU Psc,GU Psc,0.325,0.25,0.25,,,,0.1,0.03,0.03,,,0.1,0.13,0.13,,,,M3,13.55,,,GU Psc.xml
HAT-P-1,HAT-P-1,1.133,,,1.115,,,,,,,,0.13,,,5975.0,,,G0V,10.4,,,HAT-P-1.xml
HAT-P-11,HAT-P-11|Kepler-3|KOI-3|KIC 10748390,0.81,,,0.75,,,,,,,,0.31,,,4780.0,,,K4,9.47,0.02,0.02,HAT-P-11.xml
HAT-P-12,HAT-P-12,0.73,,,0.7,,,,,,,,-0.29,,,4650.0,,,K5,12.84,,,HAT-P-12.xml
HAT-P-13,HAT-P-13,1.22,,,1.56,,,,,,,,0.41,0.08,0.08,5638.0,,,G4,10.42,0.06,0.06,HAT-P-13.xml
HAT-P-14 A,HAT-P-14 A|2MASS J17202788+3814317|TYC 3086-00152-1,1.386,,,1.468,,,,,,,,0.11,,,6600.0,,,F,9.99,0.03,0.03,HAT-P-14.xml
HAT-P-14 B,HAT-P-14 B,0.232,0.037,0.037,,,,,,,,,,,,3356,57,57,,,,,HAT-P-14.xml
HAT-P-15,HAT-P-15,1.013,,,1.08,,,,,,,,0.22,,,5568.0,,,G5,12.41,0.024,0.024,HAT-P-15.xml
HAT-P-16 A,HAT-P-16 A,1.216,0.055,0.055,1.158,0.025,0.025,,,,,,0.12,0.08,0.08,6140,72,72,F8,10.91,0.06,0.06,HAT-P-16.xml
HAT-P-16 B,HAT-P-16 B,0.188,0.023,0.023,,,,,,,,,,,,3269,51,51,,,,,HAT-P-16.xml
HAT-P-17,HAT-P-17,0.857,,,0.837,,,,,,,,,,,5246.0,,,K,10.38,0.03,0.03,HAT-P-17.xml
HAT-P-18,HAT-P-18,0.770,0.027,0.027,0.717,0.026,0.026,,,,,,0.1,8,8,4870,50,50,K,12.76,,,HAT-P-18.xml
HAT-P-19,HAT-P-19|GSC 02283-00589|2MASS J00380401+3442416,0.842,0.042,0.042,0.82,0.048,0.048,5.5,1.3,1.8,,,0.23,0.08,0.08,4990,130,130,K,12.901,,,HAT-P-19.xml
HAT-P-2,HAT-P-2,1.36,,,1.64,,,,,,,,0.14,,,6290.0,,,F8,8.69,0.01,0.01,HAT-P-2.xml
HAT-P-20,HAT-P-20,0.756,,,0.694,,,,,,,,0.35,,,4595.0,,,K7,11.34,,,HAT-P-20.xml
HAT-P-21,HAT-P-21,0.947,,,1.105,,,,,,,,0.01,,,5588.0,,,G3,11.46,0.11,0.11,HAT-P-21.xml
HAT-P-22,HAT-P-22,0.916,,,1.04,,,,,,,,0.24,,,5302.0,,,G5,9.76,0.02,0.02,HAT-P-22.xml
HAT-P-23,HAT-P-23,1.13,,,1.203,,,,,,,,0.15,,,5905.0,,,G5,11.94,0.020,0.020,HAT-P-23.xml
HAT-P-24 A,HAT-P-24 A|TYC 774-01441-1|2MASS J07151801+1415453,1.191,0.042,0.042,1.317,,,,,,,,-0.16,,,6329,67,67,F8,11.76,0.016,0.016,HAT-P-24.xml
HAT-P-24 B,HAT-P-24 B,0.373,0.030,0.030,,,,,,,,,,,,3499,29,29,,,,,HAT-P-24.xml
HAT-P-25,HAT-P-25,1.01,,,0.959,,,,,,,,0.31,,,5500.0,,,G5,13.15,0.25,0.25,HAT-P-25.xml
HAT-P-26,HAT-P-26,0.816,,,0.788,,,,,,,,-0.04,,,5079.0,,,K1,11.76,0.18,0.18,HAT-P-26.xml
HAT-P-27,HAT-P-27,0.92,,,0.87,,,3.60,,,,,0.14,,,5300.0,,,G8,12.19,0.13,0.13,HAT-P-27.xml
HAT-P-28,HAT-P-28,1.025,,,1.103,,,,,,,,0.12,,,5680.0,,,G3,13.03,,,HAT-P-28.xml
HAT-P-29,HAT-P-29,1.207,,,1.224,,,,,,,,0.21,,,6087.0,,,F8,11.83,0.16,0.16,HAT-P-29.xml
HAT-P-3,HAT-P-3,0.917,,,0.799,,,,,,,,0.27,,,5224.0,,,K,11.86,0.15,0.15,HAT-P-3.xml
HAT-P-30 A,HAT-P-30 A|WASP-51 A,1.242,0.041,0.041,1.215,0.051,0.051,1.0,0.5,0.8,,,0.13,0.08,0.08,6304,88,88,F,10.35,0.05,0.05,HAT-P-30.xml
HAT-P-30 B,HAT-P-30 B|WASP-51 B,0.519,0.019,0.019,,,,,,,,,,,,3692,40,40,,,,,HAT-P-30.xml
HAT-P-31,HAT-P-31,1.218,,,1.36,,,,,,,,0.15,,,6065.0,,,F,11.67,0.11,0.11,HAT-P-31.xml
HAT-P-32 A,HAT-P-32 A|TYC 3281-800-1|2MASS J02041028+4641162|GSC 03281-00800|UCAC2 47486078|UCAC3 274-27296,1.176,,,1.387,,,,,,,,-0.16,,,6207,88,88,F/G,11.44,0.12,0.12,HAT-P-32.xml
HAT-P-32 B,HAT-P-32 B,0.4243,0.0085,0.0085,,,,,,,,,,,,3551,10,10,,,,,HAT-P-32.xml
HAT-P-33 A,HAT-P-33 A,1.403,,,1.777,,,,,,,,0.05,,,6446,88,88,F,11.03,0.11,0.11,HAT-P-33.xml
HAT-P-33 B,HAT-P-33 B,0.557,0.014,0.014,,,,,,,,,,,,3776,32,32,,,,,HAT-P-33.xml
HAT-P-34,HAT-P-34,1.392,,,1.535,,,,,,,,0.22,,,6442.0,,,F8,10.40,0.05,0.05,HAT-P-34.xml
HAT-P-35,HAT-P-35,1.236,,,1.435,,,,,,,,0.11,,,6096.0,,,F,11.59,0.19,0.19,HAT-P-35.xml
HAT-P-36,HAT-P-36,1.022,,,1.096,,,,,,,,0.26,,,5580.0,,,G,12.262,,,HAT-P-36.xml
HAT-P-37,HAT-P-37,0.929,,,0.877,,,,,,,,0.03,,,5500.0,,,G,13.23,0.32,0.32,HAT-P-37.xml
HAT-P-38,HAT-P-38,0.886,,,0.923,,,,,,,,0.06,,,5330.0,,,G,12.557,0.094,0.094,HAT-P-38.xml
HAT-P-39,HAT-P-39,1.404,,,1.625,,,,,,,,0.19,,,6430.0,,,F,12.422,,,HAT-P-39.xml
HAT-P-4,HAT-P-4,1.26,,,1.59,,,,,,,,0.24,,,5890.0,,,F,11.12,0.07,0.07,HAT-P-4.xml
HAT-P-40,HAT-P-40,1.512,,,2.206,,,,,,,,0.22,,,6080.0,,,F,11.34,0.08,0.08,HAT-P-40.xml
HAT-P-41,HAT-P-41,1.418,,,1.683,,,,,,,,0.21,,,6390.0,,,F,11.36,0.15,0.15,HAT-P-41.xml
HAT-P-42,HAT-P-42|2MASS 09012265+0605500,1.179,,,1.528,,,5.1,,,,,0.27,,,5743,,,G,12.17,0.03,0.03,HAT-P-42.xml
